"","lneconaid","l.physint","l.polity2","l.lneconaid","l.lnrgdp","l.lnpop","colony","recep","donor"
"2079",0,2,9,0,10.0902223587036,10.9863300323486,0,"France","Italy"
"2081",0,2,-4,0,9.31616592407227,7.08264923095703,0,"Gabon","Italy"
"2082",0,2,-5,0,6.83022594451904,7.18813323974609,0,"Gambia","Italy"
"2083",0,6,5,0,8.21845054626465,8.5281810760498,0,"Georgia","Italy"
"2084",0,2,10,0,10.0989198684692,11.31773853302,0,"German Federal Republic","Italy"
"2085",0.375442504882812,2,2,0.134182766079903,7.10780191421509,9.86053943634033,0,"Ghana","Italy"
"2087",0,1,10,0,9.50950050354004,9.29908466339111,0,"Greece","Italy"
"2089",3.91787457466125,4,8,3.54069399833679,8.24909687042236,9.43086814880371,0,"Guatemala","Italy"
"2090",2.49278497695923,6,-1,0.382796853780746,7.84513425827026,9.03998851776123,0,"Guinea","Italy"
"2091",0,5,3,0,6.30133628845215,7.1304988861084,0,"Guinea-Bissau","Italy"
"2092",0,1,6,0,8.18595504760742,6.54990816116333,0,"Guyana","Italy"
"2093",0,6,2,0,7.56693696975708,8.86306095123291,0,"Haiti","Italy"
"2094",8.12957668304443,5,7,0.526655852794647,7.67970418930054,8.70683002471924,0,"Honduras","Italy"
"2096",0,1,10,0,9.28928852081299,9.23505210876465,0,"Hungary","Italy"
"2098",1.77223718166351,8,9,0.0346683859825134,7.86056327819824,13.8022117614746,0,"India","Italy"
"2099",2.39361381530762,8,6,0,8.18751335144043,12.302939414978,0,"Indonesia","Italy"
"2100",0,8,3,0,8.66838645935059,11.0858249664307,0,"Iran (Persia)","Italy"
"2101",1.62788081169128,8,-9,1.138796210289,7.87954521179199,10.0002212524414,0,"Iraq","Italy"
"2102",0,1,10,0,10.0514764785767,8.22930812835693,0,"Ireland","Italy"
"2103",0,5,10,0,9.95032405853271,8.65568828582764,0,"Israel","Italy"
"2104",0,3,10,0,9.99273490905762,10.9619140625,0,"Italy/Sardinia","Italy"
"2105",0,2,9,0,8.42088890075684,7.87834119796753,0,"Jamaica","Italy"
"2106",0,1,10,0,10.0633172988892,11.7500219345093,0,"Japan","Italy"
"2107",7.09556913375854,4,-2,3.57309913635254,8.26646518707275,8.48525428771973,0,"Jordan","Italy"
"2108",1.71399164199829,3,-4,0,8.71506500244141,9.72607803344727,0,"Kazakhstan","Italy"
"2109",3.68309497833252,7,-2,4.3352198600769,7.13332796096802,10.3026266098022,0,"Kenya","Italy"
"2111",3.77033424377441,8,-9,0,7.16394662857056,9.99738788604736,0,"Korea, People's Republic of","Italy"
"2112",0,3,8,0,9.24967861175537,10.6751689910889,0,"Korea, Republic of","Italy"
"2114",0,3,-7,0,10.1402721405029,7.55236864089966,0,"Kuwait","Italy"
"2115",0,2,-3,0,8.09208679199219,8.43939590454102,0,"Kyrgyz Republic","Italy"
"2116",1.0048496723175,3,-7,1.11595463752747,7.15205717086792,8.587082862854,0,"Laos","Italy"
"2117",0,1,8,0,9.0384578704834,7.7937970161438,0,"Latvia","Italy"
"2119",0,0,2,0,7.50873804092407,7.51725435256958,0,"Lesotho","Italy"
"2120",0,7,0,0,6.01332378387451,7.99774360656738,0,"Liberia","Italy"
"2121",0,5,-7,2.48656058311462,9.24327659606934,8.51587390899658,0,"Libya","Italy"
"2123",0,1,10,0,9.06805038452148,8.19734573364258,0,"Lithuania","Italy"
"2125",5.36341333389282,2,6,8.80449104309082,8.53861236572266,7.61700201034546,0,"Macedonia (Former Yugoslav Republic of)","Italy"
"2126",1.67864739894867,1,7,1.52218019962311,6.69820642471313,9.61880207061768,0,"Madagascar (Malagasy)","Italy"
"2127",0,3,6,0,6.72395277023315,9.26987361907959,0,"Malawi","Italy"
"2128",0,3,3,0.0238533895462751,9.29201507568359,9.96901607513428,0,"Malaysia","Italy"
"2130",2.3988299369812,1,6,2.55754494667053,7.02048540115356,9.2457447052002,0,"Mali","Italy"
"2133",0,3,-6,6.65033864974976,7.30419969558716,7.85961389541626,0,"Mauritania","Italy"
"2134",0,3,10,0,9.55147266387939,7.06418609619141,0,"Mauritius","Italy"
"2135",0.318502724170685,5,6,0.343520849943161,8.94907665252686,11.4990978240967,0,"Mexico","Italy"
"2138",4.69169187545776,2,7,1.47068738937378,7.68573045730591,8.39661502838135,0,"Moldova","Italy"
"2140",0,1,10,0,7.31687355041504,7.84994745254517,0,"Mongolia","Italy"
"2142",6.30643033981323,4,-6,3.53040456771851,8.22915363311768,10.2954216003418,0,"Morocco","Italy"
"2143",4.13008499145508,5,6,4.96938037872314,6.95509672164917,9.75990200042725,0,"Mozambique","Italy"
"2144",0,7,-7,0,6.77587985992432,10.6166820526123,0,"Myanmar (Burma)","Italy"
"2147",2.65359687805176,5,6,1.0687370300293,8.50034236907959,7.4884672164917,0,"Namibia","Italy"
"2149",0.571390450000763,6,6,0.521291673183441,7.23100471496582,10.0911026000977,0,"Nepal","Italy"
"2150",0,0,10,0,10.146728515625,9.6685848236084,0,"Netherlands","Italy"
"2152",0,0,10,0,9.91214942932129,8.23863220214844,0,"New Zealand","Italy"
"2153",3.47948455810547,3,8,8.46305847167969,8.08697605133057,8.45660018920898,0,"Nicaragua","Italy"
"2154",3.81510329246521,2,5,3.27817678451538,6.78414011001587,9.19911956787109,0,"Niger","Italy"
"2155",0,6,4,0,6.96198749542236,11.6985511779785,0,"Nigeria","Italy"
"2158",0,0,10,0,10.3845338821411,8.406174659729,0,"Norway","Italy"
"2160",3.52277660369873,1,-9,2.30197930335999,9.67177772521973,7.80273246765137,0,"Oman","Italy"
"2161",3.81544160842896,6,-6,0.276003986597061,7.81822109222412,11.8385972976685,0,"Pakistan","Italy"
"2164",0,2,9,0,8.96486854553223,7.9344277381897,0,"Panama","Italy"
"2165",0,3,10,0,8.47391986846924,8.47767639160156,0,"Papua New Guinea","Italy"
"2166",0,3,7,0,8.52894592285156,8.60147190093994,0,"Paraguay","Italy"
"2167",3.65461850166321,6,1,3.5163722038269,8.33137702941895,10.1862163543701,0,"Peru","Italy"
"2168",0.0617071017622948,6,8,0.0635850355029106,8.14855575561523,11.2661800384521,0,"Philippines","Italy"
"2169",0,0,9,0,9.02457237243652,10.5625534057617,0,"Poland","Italy"
"2170",0,1,10,0,9.73076725006104,9.22786808013916,0,"Portugal","Italy"
"2172",0,2,8,0,8.54644680023193,10.0204048156738,0,"Rumania","Italy"
"2173",0,5,4,0,9.05150604248047,11.8948879241943,0,"Russia (Soviet Union)","Italy"
"2174",0.792284190654755,5,-6,0.825527727603912,6.88243770599365,8.8943452835083,0,"Rwanda","Italy"
"2186",7.87363004684448,6,-1,6.56827974319458,7.30812740325928,9.16187858581543,0,"Senegal","Italy"
"2189",0,2,-2,0,10.2215051651001,8.29609775543213,0,"Singapore","Italy"
"2190",0,1,9,0,9.16377067565918,8.5936222076416,0,"Slovakia","Italy"
"2191",0,0,10,0,9.77340126037598,7.5624213218689,0,"Slovenia","Italy"
"2194",1.35128009319305,4,9,4.14873552322388,8.97656154632568,10.6465578079224,0,"South Africa","Italy"
"2195",0,1,10,0,9.83849906921387,10.6073179244995,0,"Spain","Italy"
"2196",0,6,5,0,8.26993846893311,9.8555908203125,0,"Sri Lanka (Ceylon)","Italy"
"2197",0.869527339935303,8,-7,0.498198866844177,6.88830757141113,10.436619758606,0,"Sudan","Italy"
"2199",6.55223608016968,2,-9,0,9.02512550354004,7.00432825088501,0,"Swaziland","Italy"
"2200",0,0,10,0,10.0926370620728,9.08984851837158,0,"Sweden","Italy"
"2201",0,0,10,0,10.2390060424805,8.87338924407959,0,"Switzerland","Italy"
"2202",2.19692897796631,5,-9,2.73546004295349,7.59819889068604,9.67337703704834,0,"Syria","Italy"
"2203",0,1,9,0,9.81204319000244,9.99850082397461,0,"Taiwan","Italy"
"2204",0,6,-1,0,7.27940845489502,8.749680519104,0,"Tajikistan","Italy"
"2205",2.68044948577881,4,-1,8.19042873382568,6.70842599868774,10.4018411636353,0,"Tanzania/Tanganyika","Italy"
"2206",0.0735611096024513,2,9,0.12558551132679,8.76137161254883,11.0297718048096,0,"Thailand","Italy"
"2207",0,4,-2,0,6.76690578460693,8.49631690979004,0,"Togo","Italy"
"2209",0,1,10,0,9.40146446228027,7.03079557418823,0,"Trinidad and Tobago","Italy"
"2210",8.71268177032471,2,-3,4.94230222702026,8.82362842559814,9.15679264068604,0,"Tunisia","Italy"
"2211",1.22676134109497,7,7,1.53467357158661,8.60515689849854,11.1146650314331,0,"Turkey/Ottoman Empire","Italy"
"2212",1.80111992359161,3,-9,1.24762535095215,8.79034519195557,8.39704132080078,0,"Turkmenistan","Italy"
"2215",8.34896373748779,5,-4,3.05613923072815,6.9390697479248,10.0369310379028,0,"Uganda","Italy"
"2216",0,2,7,0,8.44607925415039,10.8110542297363,0,"Ukraine","Italy"
"2217",0,0,-8,0,10.2787609100342,7.75401830673218,0,"United Arab Emirates","Italy"
"2218",0,1,10,0,10.0774126052856,10.9762058258057,0,"United Kingdom","Italy"
"2219",0,1,10,0,10.4176139831543,12.5470666885376,0,"United States of America","Italy"
"2220",4.67871236801147,1,10,3.06165814399719,9.30693244934082,8.10431098937988,0,"Uruguay","Italy"
"2221",2.12251138687134,5,-9,0.948181569576263,8.18271541595459,10.1008338928223,0,"Uzbekistan","Italy"
"2223",0,4,7,0,8.88089275360107,10.0502767562866,0,"Venezuela","Italy"
"2224",2.06018900871277,4,-7,1.30440771579742,7.65994453430176,11.2579956054688,0,"Vietnam, Democratic Republic of","Italy"
"2227",3.79352736473083,5,-2,0.957045316696167,6.91997051239014,9.73533630371094,0,"Yemen (Arab Republic of Yemen)","Italy"
"2228",1.42958545684814,8,-6,0,7.56014823913574,9.27171802520752,0,"Yugoslavia (Serbia)","Italy"
"2229",8.15608215332031,3,1,1.97057473659515,6.72789859771729,9.16845226287842,0,"Zambia","Italy"
"2230",4.482017993927,2,-3,3.31688570976257,8.07700347900391,9.39448738098145,0,"Zimbabwe (Rhodesia)","Italy"
"2231",2.05515551567078,8,-7,1.7178601026535,6.78055810928345,10.1250591278076,0,"Afghanistan","Japan"
"2233",2.83451890945435,3,5,8.10921096801758,8.08874607086182,8.1482982635498,0,"Albania","Japan"
"2234",0,8,-3,0,8.63241672515869,10.3302717208862,0,"Algeria","Japan"
"2237",7.06094551086426,6,-3,5.22449398040771,7.54266405105591,9.2034273147583,0,"Angola","Japan"
"2240",4.81130886077881,4,8,8.00570392608643,9.35757732391357,10.5206661224365,0,"Argentina","Japan"
"2241",6.82341527938843,2,5,9.61153507232666,8.06196308135986,8.117995262146,0,"Armenia","Japan"
"2244",0,1,10,0,10.1524295806885,9.84406089782715,0,"Australia","Japan"
"2245",0,1,10,0,10.1701173782349,8.99841403961182,0,"Austria","Japan"
"2246",6.14574670791626,3,-7,9.96494007110596,8.05531311035156,8.95275115966797,0,"Azerbaijan","Japan"
"2248",0,3,-9,0,9.80116176605225,6.43395233154297,0,"Bahrain","Japan"
"2249",6.9796986579895,4,6,7.92020797729492,7.49559736251831,11.7593421936035,0,"Bangladesh","Japan"
"2251",0,3,-7,0,9.13955307006836,9.24786472320557,0,"Belarus (Byelorussia)","Japan"
"2252",0,1,10,0,10.0771589279175,9.2373514175415,0,"Belgium","Japan"
"2254",5.66852807998657,0,6,5.64489126205444,7.10825252532959,8.73715686798096,0,"Benin","Japan"
"2256",7.26576471328735,3,-8,0,6.70122289657593,7.58153629302979,0,"Bhutan","Japan"
"2258",10.7264947891235,1,9,6.79705762863159,7.97766304016113,8.9874382019043,0,"Bolivia","Japan"
"2260",7.72305345535278,1,9,7.48769998550415,8.75113868713379,7.35820007324219,0,"Botswana","Japan"
"2261",6.29055547714233,4,8,2.90559887886047,8.85618114471436,12.0627431869507,0,"Brazil","Japan"
"2263",8.78564071655273,3,8,6.33474063873291,8.81994915008545,8.9737606048584,0,"Bulgaria","Japan"
"2264",6.87400054931641,2,-4,5.43127679824829,6.81341171264648,9.38339996337891,0,"Burkina Faso (Upper Volta)","Japan"
"2265",3.35341286659241,7,-1,0,6.71372127532959,8.6311092376709,0,"Burundi","Japan"
"2266",7.82511186599731,5,2,8.58982086181641,7.78129291534424,9.58019542694092,0,"Cambodia (Kampuchea)","Japan"
"2267",2.64258623123169,6,-4,2.36486887931824,6.16724395751953,10.3403549194336,0,"Cameroon","Japan"
"2268",0,0,10,0,10.1530771255493,10.3222408294678,0,"Canada","Japan"
"2271",8.89206504821777,3,5,8.03246593475342,6.83012866973877,8.14394187927246,0,"Central African Republic","Japan"
"2272",0,5,-2,0,6.78153419494629,9.00508689880371,0,"Chad","Japan"
"2273",2.67189478874207,4,8,1.83686983585358,9.3181324005127,9.6140832901001,0,"Chile","Japan"
"2274",7.04061937332153,6,-7,6.41333818435669,8.21372318267822,14.040864944458,0,"China","Japan"
"2275",3.48296070098877,7,7,8.66954803466797,8.70695018768311,10.5717296600342,0,"Colombia","Japan"
"2277",0,8,-6,0,7.32119512557983,7.92201471328735,0,"Congo","Japan"
"2280",4.87520122528076,1,10,4.47343444824219,9.02689075469971,8.20174789428711,0,"Costa Rica","Japan"
"2281",7.36976480484009,5,-1,7.01225900650024,7.68453121185303,9.64697742462158,0,"Cote D'Ivoire","Japan"
"2282",3.32382535934448,1,1,2.80337190628052,9.06056213378906,8.41877937316895,0,"Croatia","Japan"
"2283",3.12067699432373,4,-7,2.492431640625,8.60795497894287,9.31314468383789,0,"Cuba","Japan"
"2284",0,1,10,0,9.89546680450439,6.62498092651367,0,"Cyprus","Japan"
"2285",0,0,10,0,9.48868846893311,9.23805713653564,0,"Czech Republic","Japan"
"2286",0,0,10,0,10.2000150680542,8.57885456085205,0,"Denmark","Japan"
"2289",7.64110565185547,4,8,7.59453248977661,8.72762775421143,9.0155668258667,0,"Dominican Republic","Japan"
"2291",3.46177101135254,5,9,6.76796770095825,8.37573051452637,9.4458703994751,0,"Ecuador","Japan"
"2292",6.41457223892212,5,-6,4.67179441452026,8.39500713348389,11.1428279876709,0,"Egypt","Japan"
"2293",7.18933916091919,3,7,7.9526515007019,8.45717144012451,8.70090675354004,0,"El Salvador","Japan"
"2295",7.05590200424194,4,-6,0,6.33687877655029,8.343825340271,0,"Eritrea","Japan"
"2296",0,1,6,0,9.23757648468018,7.27238464355469,0,"Estonia","Japan"
"2297",4.83953428268433,5,1,6.54424858093262,6.58408689498901,11.0234956741333,0,"Ethiopia","Japan"
"2300",6.17409658432007,1,6,6.68861961364746,8.45048046112061,6.71030378341675,0,"Fiji","Japan"
"2301",0,0,10,0,9.97977256774902,8.54942798614502,0,"Finland","Japan"
"2302",0,2,9,0,10.0902223587036,10.9863300323486,0,"France","Japan"
"2304",8.6504602432251,2,-4,3.41718864440918,9.31616592407227,7.08264923095703,0,"Gabon","Japan"
"2305",6.9970908164978,2,-5,7.94214534759521,6.83022594451904,7.18813323974609,0,"Gambia","Japan"
"2306",6.54250717163086,6,5,7.09531021118164,8.21845054626465,8.5281810760498,0,"Georgia","Japan"
"2307",0,2,10,0,10.0989198684692,11.31773853302,0,"German Federal Republic","Japan"
"2308",7.07062673568726,2,2,8.77203178405762,7.10780191421509,9.86053943634033,0,"Ghana","Japan"
"2310",0,1,10,0,9.50950050354004,9.29908466339111,0,"Greece","Japan"
"2312",6.68430376052856,4,8,8.50447368621826,8.24909687042236,9.43086814880371,0,"Guatemala","Japan"
"2313",6.08861684799194,6,-1,6.61072206497192,7.84513425827026,9.03998851776123,0,"Guinea","Japan"
"2314",0,5,3,0,6.30133628845215,7.1304988861084,0,"Guinea-Bissau","Japan"
"2315",5.48140048980713,1,6,4.33522653579712,8.18595504760742,6.54990816116333,0,"Guyana","Japan"
"2316",6.54958152770996,6,2,6.07164096832275,7.56693696975708,8.86306095123291,0,"Haiti","Japan"
"2317",9.50916957855225,5,7,9.26331424713135,7.67970418930054,8.70683002471924,0,"Honduras","Japan"
"2319",3.663822889328,1,10,0,9.28928852081299,9.23505210876465,0,"Hungary","Japan"
"2321",1.37851643562317,8,9,4.67780876159668,7.86056327819824,13.8022117614746,0,"India","Japan"
"2322",8.0191822052002,8,6,9.37052249908447,8.18751335144043,12.302939414978,0,"Indonesia","Japan"
"2323",6.96789932250977,8,3,0.514543533325195,8.66838645935059,11.0858249664307,0,"Iran (Persia)","Japan"
"2324",0,8,-9,0,7.87954521179199,10.0002212524414,0,"Iraq","Japan"
"2325",0,1,10,0,10.0514764785767,8.22930812835693,0,"Ireland","Japan"
"2326",0,5,10,0,9.95032405853271,8.65568828582764,0,"Israel","Japan"
"2327",0,3,10,0,9.99273490905762,10.9619140625,0,"Italy/Sardinia","Japan"
"2328",4.87052059173584,2,9,4.76574993133545,8.42088890075684,7.87834119796753,0,"Jamaica","Japan"
"2329",0,1,10,0,10.0633172988892,11.7500219345093,0,"Japan","Japan"
"2330",9.86021900177002,4,-2,10.048264503479,8.26646518707275,8.48525428771973,0,"Jordan","Japan"
"2331",9.12457275390625,3,-4,1.74357879161835,8.71506500244141,9.72607803344727,0,"Kazakhstan","Japan"
"2332",6.06801223754883,7,-2,3.44649147987366,7.13332796096802,10.3026266098022,0,"Kenya","Japan"
"2334",0,8,-9,0,7.16394662857056,9.99738788604736,0,"Korea, People's Republic of","Japan"
"2335",0,3,8,11.3742427825928,9.24967861175537,10.6751689910889,0,"Korea, Republic of","Japan"
"2337",0,3,-7,0,10.1402721405029,7.55236864089966,0,"Kuwait","Japan"
"2338",3.79680299758911,2,-3,8.61413097381592,8.09208679199219,8.43939590454102,0,"Kyrgyz Republic","Japan"
"2339",9.09781360626221,3,-7,8.7305383682251,7.15205717086792,8.587082862854,0,"Laos","Japan"
"2340",0,1,8,0,9.0384578704834,7.7937970161438,0,"Latvia","Japan"
"2342",6.92325973510742,0,2,4.06515121459961,7.50873804092407,7.51725435256958,0,"Lesotho","Japan"
"2343",0,7,0,0,6.01332378387451,7.99774360656738,0,"Liberia","Japan"
"2344",0,5,-7,0,9.24327659606934,8.51587390899658,0,"Libya","Japan"
"2346",0,1,10,0,9.06805038452148,8.19734573364258,0,"Lithuania","Japan"
"2348",4.74144744873047,2,6,8.79636192321777,8.53861236572266,7.61700201034546,0,"Macedonia (Former Yugoslav Republic of)","Japan"
"2349",6.17291927337646,1,7,8.81129169464111,6.69820642471313,9.61880207061768,0,"Madagascar (Malagasy)","Japan"
"2350",7.78033256530762,3,6,7.63498020172119,6.72395277023315,9.26987361907959,0,"Malawi","Japan"
"2351",10.3157806396484,3,3,11.0813331604004,9.29201507568359,9.96901607513428,0,"Malaysia","Japan"
"2353",7.0324821472168,1,6,6.05141019821167,7.02048540115356,9.2457447052002,0,"Mali","Japan"
"2356",8.33575057983398,3,-6,8.43068885803223,7.30419969558716,7.85961389541626,0,"Mauritania","Japan"
"2357",4.27374887466431,3,10,0,9.55147266387939,7.06418609619141,0,"Mauritius","Japan"
"2358",2.20424580574036,5,6,1.34770953655243,8.94907665252686,11.4990978240967,0,"Mexico","Japan"
"2361",6.68035888671875,2,7,0,7.68573045730591,8.39661502838135,0,"Moldova","Japan"
"2363",9.70006656646729,1,10,9.07212448120117,7.31687355041504,7.84994745254517,0,"Mongolia","Japan"
"2365",5.77326154708862,4,-6,6.49514007568359,8.22915363311768,10.2954216003418,0,"Morocco","Japan"
"2366",7.49341344833374,5,6,8.31718349456787,6.95509672164917,9.75990200042725,0,"Mozambique","Japan"
"2367",6.1938624382019,7,-7,3.93429899215698,6.77587985992432,10.6166820526123,0,"Myanmar (Burma)","Japan"
"2370",0,5,6,7.19606637954712,8.50034236907959,7.4884672164917,0,"Namibia","Japan"
"2372",7.57855939865112,6,6,7.56084728240967,7.23100471496582,10.0911026000977,0,"Nepal","Japan"
"2373",0,0,10,0,10.146728515625,9.6685848236084,0,"Netherlands","Japan"
"2375",0,0,10,0,9.91214942932129,8.23863220214844,0,"New Zealand","Japan"
"2376",9.20967864990234,3,8,8.65547466278076,8.08697605133057,8.45660018920898,0,"Nicaragua","Japan"
"2377",4.43557262420654,2,5,6.09499645233154,6.78414011001587,9.19911956787109,0,"Niger","Japan"
"2378",4.81187629699707,6,4,1.28790974617004,6.96198749542236,11.6985511779785,0,"Nigeria","Japan"
"2381",0,0,10,0,10.3845338821411,8.406174659729,0,"Norway","Japan"
"2383",7.82481384277344,1,-9,11.1353244781494,9.67177772521973,7.80273246765137,0,"Oman","Japan"
"2384",8.38987350463867,6,-6,1.85448002815247,7.81822109222412,11.8385972976685,0,"Pakistan","Japan"
"2387",5.8606595993042,2,9,4.98129224777222,8.96486854553223,7.9344277381897,0,"Panama","Japan"
"2388",9.24698638916016,3,10,5.09728145599365,8.47391986846924,8.47767639160156,0,"Papua New Guinea","Japan"
"2389",7.08315992355347,3,7,7.58583164215088,8.52894592285156,8.60147190093994,0,"Paraguay","Japan"
"2390",8.37101936340332,6,1,10.5904369354248,8.33137702941895,10.1862163543701,0,"Peru","Japan"
"2391",9.12708282470703,6,8,10.4470024108887,8.14855575561523,11.2661800384521,0,"Philippines","Japan"
"2392",0,0,9,0,9.02457237243652,10.5625534057617,0,"Poland","Japan"
"2393",0,1,10,0,9.73076725006104,9.22786808013916,0,"Portugal","Japan"
"2395",5.37839508056641,2,8,1.31742811203003,8.54644680023193,10.0204048156738,0,"Rumania","Japan"
"2396",0,5,4,8.81908702850342,9.05150604248047,11.8948879241943,0,"Russia (Soviet Union)","Japan"
"2397",7.20338821411133,5,-6,3.58137249946594,6.88243770599365,8.8943452835083,0,"Rwanda","Japan"
"2409",6.08021259307861,6,-1,8.38254261016846,7.30812740325928,9.16187858581543,0,"Senegal","Japan"
"2412",0,2,-2,0,10.2215051651001,8.29609775543213,0,"Singapore","Japan"
"2413",0,1,9,9.80078220367432,9.16377067565918,8.5936222076416,0,"Slovakia","Japan"
"2414",0,0,10,0,9.77340126037598,7.5624213218689,0,"Slovenia","Japan"
"2417",7.98862552642822,4,9,3.79393362998962,8.97656154632568,10.6465578079224,0,"South Africa","Japan"
"2418",0,1,10,0,9.83849906921387,10.6073179244995,0,"Spain","Japan"
"2419",6.60595083236694,6,5,9.17575359344482,8.26993846893311,9.8555908203125,0,"Sri Lanka (Ceylon)","Japan"
"2420",1.21785843372345,8,-7,1.72924840450287,6.88830757141113,10.436619758606,0,"Sudan","Japan"
"2422",8.08555793762207,2,-9,0,9.02512550354004,7.00432825088501,0,"Swaziland","Japan"
"2423",0,0,10,0,10.0926370620728,9.08984851837158,0,"Sweden","Japan"
"2424",0,0,10,0,10.2390060424805,8.87338924407959,0,"Switzerland","Japan"
"2425",5.9980673789978,5,-9,6.95684766769409,7.59819889068604,9.67337703704834,0,"Syria","Japan"
"2426",0,1,9,0,9.81204319000244,9.99850082397461,0,"Taiwan","Japan"
"2427",3.05229592323303,6,-1,3.72228121757507,7.27940845489502,8.749680519104,0,"Tajikistan","Japan"
"2428",8.77072334289551,4,-1,6.55022430419922,6.70842599868774,10.4018411636353,0,"Tanzania/Tanganyika","Japan"
"2429",9.46119022369385,2,9,10.7018432617188,8.76137161254883,11.0297718048096,0,"Thailand","Japan"
"2430",5.80747175216675,4,-2,4.90824031829834,6.76690578460693,8.49631690979004,0,"Togo","Japan"
"2432",3.52579808235168,1,10,3.68426918983459,9.40146446228027,7.03079557418823,0,"Trinidad and Tobago","Japan"
"2433",9.42399597167969,2,-3,10.1739816665649,8.82362842559814,9.15679264068604,0,"Tunisia","Japan"
"2434",8.22673797607422,7,7,9.14770221710205,8.60515689849854,11.1146650314331,0,"Turkey/Ottoman Empire","Japan"
"2435",0,3,-9,0,8.79034519195557,8.39704132080078,0,"Turkmenistan","Japan"
"2438",3.57049226760864,5,-4,6.0939040184021,6.9390697479248,10.0369310379028,0,"Uganda","Japan"
"2439",0,2,7,0,8.44607925415039,10.8110542297363,0,"Ukraine","Japan"
"2440",0,0,-8,0,10.2787609100342,7.75401830673218,0,"United Arab Emirates","Japan"
"2441",0,1,10,0,10.0774126052856,10.9762058258057,0,"United Kingdom","Japan"
"2442",0,1,10,0,10.4176139831543,12.5470666885376,0,"United States of America","Japan"
"2443",0,1,10,0,9.30693244934082,8.10431098937988,0,"Uruguay","Japan"
"2444",5.1998291015625,5,-9,8.66342830657959,8.18271541595459,10.1008338928223,0,"Uzbekistan","Japan"
"2446",10.2107801437378,4,7,0,8.88089275360107,10.0502767562866,0,"Venezuela","Japan"
"2447",9.17892837524414,4,-7,9.43975734710693,7.65994453430176,11.2579956054688,0,"Vietnam, Democratic Republic of","Japan"
"2450",6.78553676605225,5,-2,7.43650960922241,6.91997051239014,9.73533630371094,0,"Yemen (Arab Republic of Yemen)","Japan"
"2451",3.94315934181213,8,-6,2.22537612915039,7.56014823913574,9.27171802520752,0,"Yugoslavia (Serbia)","Japan"
"2452",8.02914047241211,3,1,9.24713134765625,6.72789859771729,9.16845226287842,0,"Zambia","Japan"
"2453",3.47230529785156,2,-3,7.77652359008789,8.07700347900391,9.39448738098145,0,"Zimbabwe (Rhodesia)","Japan"
"2454",0,8,-7,0,6.78055810928345,10.1250591278076,0,"Afghanistan","Luxembourg"
"2456",0,3,5,0,8.08874607086182,8.1482982635498,0,"Albania","Luxembourg"
"2457",0,8,-3,0,8.63241672515869,10.3302717208862,0,"Algeria","Luxembourg"
"2460",0,6,-3,0,7.54266405105591,9.2034273147583,0,"Angola","Luxembourg"
"2463",0,4,8,0,9.35757732391357,10.5206661224365,0,"Argentina","Luxembourg"
"2464",0,2,5,0,8.06196308135986,8.117995262146,0,"Armenia","Luxembourg"
"2467",0,1,10,0,10.1524295806885,9.84406089782715,0,"Australia","Luxembourg"
"2468",0,1,10,0,10.1701173782349,8.99841403961182,0,"Austria","Luxembourg"
"2469",0,3,-7,0,8.05531311035156,8.95275115966797,0,"Azerbaijan","Luxembourg"
"2471",0,3,-9,0,9.80116176605225,6.43395233154297,0,"Bahrain","Luxembourg"
"2472",0,4,6,0,7.49559736251831,11.7593421936035,0,"Bangladesh","Luxembourg"
"2474",0,3,-7,0,9.13955307006836,9.24786472320557,0,"Belarus (Byelorussia)","Luxembourg"
"2475",0,1,10,0,10.0771589279175,9.2373514175415,0,"Belgium","Luxembourg"
"2477",0,0,6,0,7.10825252532959,8.73715686798096,0,"Benin","Luxembourg"
"2479",0,3,-8,0,6.70122289657593,7.58153629302979,0,"Bhutan","Luxembourg"
"2481",0,1,9,0,7.97766304016113,8.9874382019043,0,"Bolivia","Luxembourg"
"2483",0,1,9,0,8.75113868713379,7.35820007324219,0,"Botswana","Luxembourg"
"2484",0,4,8,0,8.85618114471436,12.0627431869507,0,"Brazil","Luxembourg"
"2486",0,3,8,0,8.81994915008545,8.9737606048584,0,"Bulgaria","Luxembourg"
"2487",0,2,-4,0,6.81341171264648,9.38339996337891,0,"Burkina Faso (Upper Volta)","Luxembourg"
"2488",0,7,-1,0,6.71372127532959,8.6311092376709,0,"Burundi","Luxembourg"
"2489",0,5,2,0,7.78129291534424,9.58019542694092,0,"Cambodia (Kampuchea)","Luxembourg"
"2490",0,6,-4,0,6.16724395751953,10.3403549194336,0,"Cameroon","Luxembourg"
"2491",0,0,10,0,10.1530771255493,10.3222408294678,0,"Canada","Luxembourg"
"2494",0,3,5,0,6.83012866973877,8.14394187927246,0,"Central African Republic","Luxembourg"
"2495",0,5,-2,0,6.78153419494629,9.00508689880371,0,"Chad","Luxembourg"
"2496",0,4,8,0,9.3181324005127,9.6140832901001,0,"Chile","Luxembourg"
"2497",0,6,-7,0,8.21372318267822,14.040864944458,0,"China","Luxembourg"
"2498",0,7,7,0,8.70695018768311,10.5717296600342,0,"Colombia","Luxembourg"
"2500",0,8,-6,0,7.32119512557983,7.92201471328735,0,"Congo","Luxembourg"
"2503",0,1,10,0,9.02689075469971,8.20174789428711,0,"Costa Rica","Luxembourg"
